id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,2,IPA,25,25,0.0016863406408094434
14,IX A,2,PJOK,2,6,0.0016863406408094434
14,IX A,3,Bahasa Inggris,12,25,0.0016863406408094434
14,IX A,3,PAI,32,25,0.0016863406408094434
14,IX A,6,Bahasa Inggris,12,25,0.0016863406408094434
14,IX A,7,Matematika,31,25,0.0016863406408094434
14,IX A,7,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,8,IPA,25,25,0.0016863406408094434
14,IX A,8,Informatika,7,25,0.0016863406408094434
14,IX A,14,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,14,Pendidikan Pancasila,34,25,0.0016863406408094434
14,IX A,16,Matematika,31,25,0.0016863406408094434
14,IX A,16,IPS,33,25,0.0016863406408094434
14,IX A,16,Seni Budaya dan Prakarya,15,25,0.0016863406408094434
14,IX A,20,Bahasa Inggris,12,25,0.0016863406408094434
14,IX A,23,Seni Budaya dan Prakarya,15,25,0.0016863406408094434
14,IX A,23,Informatika,7,25,0.0016863406408094434
14,IX A,26,Matematika,31,25,0.0016863406408094434
14,IX A,26,IPS,33,25,0.0016863406408094434
14,IX A,27,IPS,33,25,0.0016863406408094434
14,IX A,32,Matematika,31,25,0.0016863406408094434
14,IX A,32,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,34,IPA,25,25,0.0016863406408094434
14,IX A,34,Informatika,7,25,0.0016863406408094434
14,IX A,35,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,37,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,37,Pendidikan Pancasila,34,25,0.0016863406408094434
14,IX A,37,PJOK,2,3,0.0016863406408094434
14,IX A,42,PAI,32,25,0.0016863406408094434
14,IX A,44,Matematika,31,25,0.0016863406408094434
14,IX A,44,PAI,32,25,0.0016863406408094434
14,IX A,46,IPA,25,25,0.0016863406408094434
14,IX A,49,Bahasa Inggris,12,25,0.0016863406408094434
14,IX A,50,IPS,33,25,0.0016863406408094434
14,IX A,50,Seni Budaya dan Prakarya,15,25,0.0016863406408094434
14,IX A,51,PJOK,2,3,0.0016863406408094434
14,IX A,55,Bahasa Indonesia,30,25,0.0016863406408094434
14,IX A,55,IPA,25,25,0.0016863406408094434
14,IX A,55,Pendidikan Pancasila,34,25,0.0016863406408094434
15,IX B,2,PJOK,2,6,0.0016863406408094434
15,IX B,3,PAI,32,26,0.0016863406408094434
15,IX B,6,Matematika,31,26,0.0016863406408094434
15,IX B,7,Matematika,31,26,0.0016863406408094434
15,IX B,7,Bahasa Inggris,12,26,0.0016863406408094434
15,IX B,12,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,13,IPA,25,26,0.0016863406408094434
15,IX B,14,IPA,25,26,0.0016863406408094434
15,IX B,14,Bahasa Inggris,12,26,0.0016863406408094434
15,IX B,15,Informatika,7,26,0.0016863406408094434
15,IX B,19,Seni Budaya dan Prakarya,15,26,0.0016863406408094434
15,IX B,20,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,23,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,23,IPA,25,26,0.0016863406408094434
15,IX B,25,IPA,25,26,0.0016863406408094434
15,IX B,26,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,26,Pendidikan Pancasila,34,26,0.0016863406408094434
15,IX B,28,Pendidikan Pancasila,34,26,0.0016863406408094434
15,IX B,30,PAI,32,26,0.0016863406408094434
15,IX B,32,Bahasa Inggris,12,26,0.0016863406408094434
15,IX B,35,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,35,PJOK,2,6,0.0016863406408094434
15,IX B,38,Matematika,31,26,0.0016863406408094434
15,IX B,38,IPS,33,26,0.0016863406408094434
15,IX B,38,IPS,33,26,0.0016863406408094434
15,IX B,40,Pendidikan Pancasila,34,26,0.0016863406408094434
15,IX B,43,Bahasa Indonesia,30,26,0.0016863406408094434
15,IX B,43,IPS,33,26,0.0016863406408094434
15,IX B,43,IPS,33,26,0.0016863406408094434
15,IX B,43,PJOK,2,2,0.0016863406408094434
15,IX B,46,Seni Budaya dan Prakarya,15,26,0.0016863406408094434
15,IX B,47,Matematika,31,26,0.0016863406408094434
15,IX B,47,Informatika,7,26,0.0016863406408094434
15,IX B,49,Matematika,31,26,0.0016863406408094434
15,IX B,50,Bahasa Inggris,12,26,0.0016863406408094434
15,IX B,51,IPA,25,26,0.0016863406408094434
15,IX B,51,PAI,32,26,0.0016863406408094434
15,IX B,52,Seni Budaya dan Prakarya,15,26,0.0016863406408094434
15,IX B,55,Informatika,7,26,0.0016863406408094434
16,IX C,4,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,6,IPS,33,27,0.0016863406408094434
16,IX C,7,IPA,25,27,0.0016863406408094434
16,IX C,10,Matematika,31,27,0.0016863406408094434
16,IX C,13,Bahasa Inggris,12,27,0.0016863406408094434
16,IX C,14,Pendidikan Pancasila,34,27,0.0016863406408094434
16,IX C,15,IPA,25,27,0.0016863406408094434
16,IX C,15,IPA,25,27,0.0016863406408094434
16,IX C,15,PJOK,2,3,0.0016863406408094434
16,IX C,16,Bahasa Inggris,12,27,0.0016863406408094434
16,IX C,19,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,22,Informatika,7,27,0.0016863406408094434
16,IX C,23,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,25,Pendidikan Pancasila,34,27,0.0016863406408094434
16,IX C,25,PJOK,2,2,0.0016863406408094434
16,IX C,25,Seni Budaya dan Prakarya,15,27,0.0016863406408094434
16,IX C,28,PJOK,2,3,0.0016863406408094434
16,IX C,30,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,30,Bahasa Inggris,12,27,0.0016863406408094434
16,IX C,30,Seni Budaya dan Prakarya,15,27,0.0016863406408094434
16,IX C,32,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,32,IPA,25,27,0.0016863406408094434
16,IX C,34,IPA,25,27,0.0016863406408094434
16,IX C,37,Bahasa Indonesia,30,27,0.0016863406408094434
16,IX C,38,IPS,33,27,0.0016863406408094434
16,IX C,38,PAI,32,27,0.0016863406408094434
16,IX C,39,Matematika,31,27,0.0016863406408094434
16,IX C,39,IPS,33,27,0.0016863406408094434
16,IX C,44,IPS,33,27,0.0016863406408094434
16,IX C,44,PAI,32,27,0.0016863406408094434
16,IX C,47,PAI,32,27,0.0016863406408094434
16,IX C,49,Bahasa Inggris,12,27,0.0016863406408094434
16,IX C,50,Matematika,31,27,0.0016863406408094434
16,IX C,51,Matematika,31,27,0.0016863406408094434
16,IX C,51,Pendidikan Pancasila,34,27,0.0016863406408094434
16,IX C,52,Matematika,31,27,0.0016863406408094434
16,IX C,52,Informatika,7,27,0.0016863406408094434
16,IX C,52,Informatika,7,27,0.0016863406408094434
16,IX C,54,Seni Budaya dan Prakarya,15,27,0.0016863406408094434
17,IX D,2,Pendidikan Pancasila,34,28,0.0016863406408094434
