id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,2,Matematika,31,25,0.0016129032258064516
14,IX A,3,Seni Budaya dan Prakarya,15,25,0.0016129032258064516
14,IX A,6,PJOK,2,2,0.0016129032258064516
14,IX A,7,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,7,PAI,32,25,0.0016129032258064516
14,IX A,7,Informatika,7,25,0.0016129032258064516
14,IX A,10,IPS,33,25,0.0016129032258064516
14,IX A,11,IPA,25,25,0.0016129032258064516
14,IX A,13,PAI,32,25,0.0016129032258064516
14,IX A,13,Pendidikan Pancasila,34,25,0.0016129032258064516
14,IX A,14,IPA,25,25,0.0016129032258064516
14,IX A,15,IPS,33,25,0.0016129032258064516
14,IX A,15,Seni Budaya dan Prakarya,15,25,0.0016129032258064516
14,IX A,16,Informatika,7,25,0.0016129032258064516
14,IX A,20,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,22,Bahasa Inggris,12,25,0.0016129032258064516
14,IX A,26,Pendidikan Pancasila,34,25,0.0016129032258064516
14,IX A,26,PJOK,2,6,0.0016129032258064516
14,IX A,27,PAI,32,25,0.0016129032258064516
14,IX A,28,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,30,PJOK,2,6,0.0016129032258064516
14,IX A,31,Matematika,31,25,0.0016129032258064516
14,IX A,31,Matematika,31,25,0.0016129032258064516
14,IX A,31,Informatika,7,25,0.0016129032258064516
14,IX A,34,IPS,33,25,0.0016129032258064516
14,IX A,34,Bahasa Inggris,12,25,0.0016129032258064516
14,IX A,35,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,35,IPA,25,25,0.0016129032258064516
14,IX A,35,Pendidikan Pancasila,34,25,0.0016129032258064516
14,IX A,39,IPA,25,25,0.0016129032258064516
14,IX A,40,Matematika,31,25,0.0016129032258064516
14,IX A,40,IPS,33,25,0.0016129032258064516
14,IX A,43,Bahasa Inggris,12,25,0.0016129032258064516
14,IX A,47,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,50,IPA,25,25,0.0016129032258064516
14,IX A,51,Bahasa Indonesia,30,25,0.0016129032258064516
14,IX A,52,Matematika,31,25,0.0016129032258064516
14,IX A,52,Bahasa Inggris,12,25,0.0016129032258064516
14,IX A,55,Seni Budaya dan Prakarya,15,25,0.0016129032258064516
15,IX B,3,IPS,33,26,0.0016129032258064516
15,IX B,3,PAI,32,26,0.0016129032258064516
15,IX B,4,Informatika,7,26,0.0016129032258064516
15,IX B,7,Matematika,31,26,0.0016129032258064516
15,IX B,7,Bahasa Indonesia,30,26,0.0016129032258064516
15,IX B,8,Bahasa Indonesia,30,26,0.0016129032258064516
15,IX B,8,Pendidikan Pancasila,34,26,0.0016129032258064516
15,IX B,10,Bahasa Indonesia,30,26,0.0016129032258064516
15,IX B,10,Bahasa Inggris,12,26,0.0016129032258064516
15,IX B,11,PJOK,2,6,0.0016129032258064516
15,IX B,12,Pendidikan Pancasila,34,26,0.0016129032258064516
15,IX B,12,PJOK,2,6,0.0016129032258064516
15,IX B,13,PJOK,2,2,0.0016129032258064516
15,IX B,14,IPA,25,26,0.0016129032258064516
15,IX B,14,IPA,25,26,0.0016129032258064516
15,IX B,15,Matematika,31,26,0.0016129032258064516
15,IX B,15,Seni Budaya dan Prakarya,15,26,0.0016129032258064516
15,IX B,18,Matematika,31,26,0.0016129032258064516
15,IX B,20,IPA,25,26,0.0016129032258064516
15,IX B,22,Bahasa Inggris,12,26,0.0016129032258064516
15,IX B,25,PAI,32,26,0.0016129032258064516
15,IX B,25,Pendidikan Pancasila,34,26,0.0016129032258064516
15,IX B,30,Seni Budaya dan Prakarya,15,26,0.0016129032258064516
15,IX B,32,Informatika,7,26,0.0016129032258064516
15,IX B,37,IPS,33,26,0.0016129032258064516
15,IX B,37,IPS,33,26,0.0016129032258064516
15,IX B,37,PAI,32,26,0.0016129032258064516
15,IX B,38,Bahasa Indonesia,30,26,0.0016129032258064516
