id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,2,IPA,25,25,0.0017543859649122807
14,IX A,7,Bahasa Indonesia,30,25,0.0017543859649122807
14,IX A,8,Bahasa Indonesia,30,25,0.0017543859649122807
14,IX A,10,PAI,32,25,0.0017543859649122807
14,IX A,12,IPA,25,25,0.0017543859649122807
14,IX A,14,Pendidikan Pancasila,34,25,0.0017543859649122807
14,IX A,15,Informatika,7,25,0.0017543859649122807
14,IX A,16,Matematika,31,25,0.0017543859649122807
14,IX A,16,Matematika,31,25,0.0017543859649122807
14,IX A,16,PAI,32,25,0.0017543859649122807
14,IX A,18,Matematika,31,25,0.0017543859649122807
14,IX A,18,IPA,25,25,0.0017543859649122807
14,IX A,18,IPS,33,25,0.0017543859649122807
14,IX A,18,Bahasa Inggris,12,25,0.0017543859649122807
14,IX A,18,PAI,32,25,0.0017543859649122807
14,IX A,19,IPS,33,25,0.0017543859649122807
14,IX A,22,Seni Budaya dan Prakarya,15,25,0.0017543859649122807
14,IX A,23,Seni Budaya dan Prakarya,15,25,0.0017543859649122807
14,IX A,25,Bahasa Inggris,12,25,0.0017543859649122807
14,IX A,27,IPS,33,25,0.0017543859649122807
14,IX A,30,IPA,25,25,0.0017543859649122807
14,IX A,31,Bahasa Indonesia,30,25,0.0017543859649122807
14,IX A,32,Matematika,31,25,0.0017543859649122807
14,IX A,32,Bahasa Indonesia,30,25,0.0017543859649122807
14,IX A,34,IPA,25,25,0.0017543859649122807
14,IX A,35,Informatika,7,25,0.0017543859649122807
14,IX A,37,Bahasa Indonesia,30,25,0.0017543859649122807
14,IX A,37,Pendidikan Pancasila,34,25,0.0017543859649122807
14,IX A,37,PJOK,2,3,0.0017543859649122807
14,IX A,40,Matematika,31,25,0.0017543859649122807
14,IX A,43,Pendidikan Pancasila,34,25,0.0017543859649122807
14,IX A,43,PJOK,2,6,0.0017543859649122807
14,IX A,46,PJOK,2,3,0.0017543859649122807
14,IX A,46,Informatika,7,25,0.0017543859649122807
14,IX A,49,Bahasa Inggris,12,25,0.0017543859649122807
14,IX A,50,Seni Budaya dan Prakarya,15,25,0.0017543859649122807
14,IX A,51,IPS,33,25,0.0017543859649122807
14,IX A,52,Bahasa Inggris,12,25,0.0017543859649122807
14,IX A,55,Bahasa Indonesia,30,25,0.0017543859649122807
15,IX B,2,Matematika,31,26,0.0017543859649122807
15,IX B,3,Matematika,31,26,0.0017543859649122807
15,IX B,7,Seni Budaya dan Prakarya,15,26,0.0017543859649122807
15,IX B,8,Seni Budaya dan Prakarya,15,26,0.0017543859649122807
15,IX B,10,IPA,25,26,0.0017543859649122807
15,IX B,14,Bahasa Indonesia,30,26,0.0017543859649122807
15,IX B,15,Informatika,7,26,0.0017543859649122807
15,IX B,16,Matematika,31,26,0.0017543859649122807
15,IX B,18,Matematika,31,26,0.0017543859649122807
15,IX B,19,Matematika,31,26,0.0017543859649122807
15,IX B,19,PJOK,2,6,0.0017543859649122807
