id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,3,IPA,25,25,0.0017271157167530224
14,IX A,3,PJOK,2,6,0.0017271157167530224
14,IX A,4,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,7,Pendidikan Pancasila,34,25,0.0017271157167530224
14,IX A,10,Bahasa Inggris,12,25,0.0017271157167530224
14,IX A,12,IPS,33,25,0.0017271157167530224
14,IX A,12,Seni Budaya dan Prakarya,15,25,0.0017271157167530224
14,IX A,13,PAI,32,25,0.0017271157167530224
14,IX A,14,Seni Budaya dan Prakarya,15,25,0.0017271157167530224
14,IX A,15,Matematika,31,25,0.0017271157167530224
14,IX A,16,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,20,IPA,25,25,0.0017271157167530224
14,IX A,20,Pendidikan Pancasila,34,25,0.0017271157167530224
14,IX A,22,Matematika,31,25,0.0017271157167530224
14,IX A,23,PJOK,2,2,0.0017271157167530224
14,IX A,27,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,32,PJOK,2,2,0.0017271157167530224
14,IX A,34,PAI,32,25,0.0017271157167530224
14,IX A,37,IPA,25,25,0.0017271157167530224
14,IX A,37,Informatika,7,25,0.0017271157167530224
14,IX A,38,Bahasa Inggris,12,25,0.0017271157167530224
14,IX A,39,Informatika,7,25,0.0017271157167530224
14,IX A,42,PAI,32,25,0.0017271157167530224
14,IX A,43,Bahasa Inggris,12,25,0.0017271157167530224
14,IX A,43,Pendidikan Pancasila,34,25,0.0017271157167530224
14,IX A,44,Matematika,31,25,0.0017271157167530224
14,IX A,44,IPS,33,25,0.0017271157167530224
14,IX A,46,IPA,25,25,0.0017271157167530224
14,IX A,46,IPS,33,25,0.0017271157167530224
14,IX A,47,Matematika,31,25,0.0017271157167530224
14,IX A,49,Seni Budaya dan Prakarya,15,25,0.0017271157167530224
14,IX A,50,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,51,Matematika,31,25,0.0017271157167530224
14,IX A,52,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,52,IPS,33,25,0.0017271157167530224
14,IX A,54,Bahasa Indonesia,30,25,0.0017271157167530224
14,IX A,54,Bahasa Inggris,12,25,0.0017271157167530224
14,IX A,55,IPA,25,25,0.0017271157167530224
14,IX A,55,Informatika,7,25,0.0017271157167530224
15,IX B,2,Informatika,7,26,0.0017271157167530224
15,IX B,3,IPA,25,26,0.0017271157167530224
15,IX B,6,Matematika,31,26,0.0017271157167530224
15,IX B,7,IPS,33,26,0.0017271157167530224
15,IX B,8,IPS,33,26,0.0017271157167530224
15,IX B,10,PAI,32,26,0.0017271157167530224
15,IX B,11,Seni Budaya dan Prakarya,15,26,0.0017271157167530224
15,IX B,12,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,13,IPS,33,26,0.0017271157167530224
15,IX B,13,Seni Budaya dan Prakarya,15,26,0.0017271157167530224
15,IX B,14,IPS,33,26,0.0017271157167530224
15,IX B,16,Informatika,7,26,0.0017271157167530224
15,IX B,19,Matematika,31,26,0.0017271157167530224
15,IX B,19,PAI,32,26,0.0017271157167530224
15,IX B,20,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,20,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,20,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,20,Bahasa Inggris,12,26,0.0017271157167530224
15,IX B,20,Bahasa Inggris,12,26,0.0017271157167530224
15,IX B,22,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,22,IPA,25,26,0.0017271157167530224
15,IX B,23,Matematika,31,26,0.0017271157167530224
15,IX B,28,Matematika,31,26,0.0017271157167530224
15,IX B,30,PJOK,2,6,0.0017271157167530224
15,IX B,31,Pendidikan Pancasila,34,26,0.0017271157167530224
15,IX B,32,Pendidikan Pancasila,34,26,0.0017271157167530224
15,IX B,32,Seni Budaya dan Prakarya,15,26,0.0017271157167530224
15,IX B,37,Matematika,31,26,0.0017271157167530224
15,IX B,37,IPA,25,26,0.0017271157167530224
15,IX B,40,Bahasa Indonesia,30,26,0.0017271157167530224
15,IX B,40,Pendidikan Pancasila,34,26,0.0017271157167530224
15,IX B,42,Bahasa Inggris,12,26,0.0017271157167530224
15,IX B,43,Bahasa Inggris,12,26,0.0017271157167530224
15,IX B,46,IPA,25,26,0.0017271157167530224
15,IX B,46,PJOK,2,2,0.0017271157167530224
15,IX B,47,PAI,32,26,0.0017271157167530224
15,IX B,47,PJOK,2,3,0.0017271157167530224
15,IX B,54,Informatika,7,26,0.0017271157167530224
15,IX B,55,IPA,25,26,0.0017271157167530224
16,IX C,2,Bahasa Indonesia,30,27,0.0017271157167530224
16,IX C,2,Bahasa Inggris,12,27,0.0017271157167530224
16,IX C,3,Bahasa Indonesia,30,27,0.0017271157167530224
16,IX C,4,IPA,25,27,0.0017271157167530224
16,IX C,4,Bahasa Inggris,12,27,0.0017271157167530224
16,IX C,6,Bahasa Indonesia,30,27,0.0017271157167530224
16,IX C,8,PAI,32,27,0.0017271157167530224
16,IX C,10,PJOK,2,6,0.0017271157167530224
16,IX C,13,Seni Budaya dan Prakarya,15,27,0.0017271157167530224
16,IX C,16,IPS,33,27,0.0017271157167530224
16,IX C,16,Seni Budaya dan Prakarya,15,27,0.0017271157167530224
16,IX C,19,Matematika,31,27,0.0017271157167530224
16,IX C,19,IPS,33,27,0.0017271157167530224
16,IX C,19,Pendidikan Pancasila,34,27,0.0017271157167530224
16,IX C,20,IPS,33,27,0.0017271157167530224
16,IX C,20,PJOK,2,2,0.0017271157167530224
16,IX C,23,Matematika,31,27,0.0017271157167530224
16,IX C,25,Matematika,31,27,0.0017271157167530224
16,IX C,25,IPA,25,27,0.0017271157167530224
16,IX C,25,Bahasa Inggris,12,27,0.0017271157167530224
16,IX C,26,Matematika,31,27,0.0017271157167530224
16,IX C,27,PAI,32,27,0.0017271157167530224
16,IX C,31,Bahasa Indonesia,30,27,0.0017271157167530224
16,IX C,32,IPA,25,27,0.0017271157167530224
16,IX C,32,Bahasa Inggris,12,27,0.0017271157167530224
16,IX C,32,PJOK,2,6,0.0017271157167530224
16,IX C,34,Informatika,7,27,0.0017271157167530224
16,IX C,35,IPA,25,27,0.0017271157167530224
16,IX C,37,Bahasa Indonesia,30,27,0.0017271157167530224
16,IX C,39,Informatika,7,27,0.0017271157167530224
16,IX C,40,Matematika,31,27,0.0017271157167530224
16,IX C,43,PAI,32,27,0.0017271157167530224
16,IX C,44,IPA,25,27,0.0017271157167530224
16,IX C,44,Pendidikan Pancasila,34,27,0.0017271157167530224
16,IX C,44,Seni Budaya dan Prakarya,15,27,0.0017271157167530224
16,IX C,46,Informatika,7,27,0.0017271157167530224
