id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,2,Matematika,31,25,0.0017793594306049821
14,IX A,4,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,4,IPA,25,25,0.0017793594306049821
14,IX A,6,Pendidikan Pancasila,34,25,0.0017793594306049821
14,IX A,6,Seni Budaya dan Prakarya,15,25,0.0017793594306049821
14,IX A,8,Seni Budaya dan Prakarya,15,25,0.0017793594306049821
14,IX A,10,Bahasa Inggris,12,25,0.0017793594306049821
14,IX A,10,Informatika,7,25,0.0017793594306049821
14,IX A,12,IPS,33,25,0.0017793594306049821
14,IX A,13,PAI,32,25,0.0017793594306049821
14,IX A,14,PJOK,2,3,0.0017793594306049821
14,IX A,15,Bahasa Inggris,12,25,0.0017793594306049821
14,IX A,16,Bahasa Inggris,12,25,0.0017793594306049821
14,IX A,19,Bahasa Inggris,12,25,0.0017793594306049821
14,IX A,19,Seni Budaya dan Prakarya,15,25,0.0017793594306049821
14,IX A,19,Informatika,7,25,0.0017793594306049821
14,IX A,20,IPA,25,25,0.0017793594306049821
14,IX A,22,Matematika,31,25,0.0017793594306049821
14,IX A,27,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,30,IPS,33,25,0.0017793594306049821
14,IX A,30,IPS,33,25,0.0017793594306049821
14,IX A,31,IPA,25,25,0.0017793594306049821
14,IX A,32,IPS,33,25,0.0017793594306049821
14,IX A,34,Matematika,31,25,0.0017793594306049821
14,IX A,34,PJOK,2,2,0.0017793594306049821
14,IX A,35,PJOK,2,2,0.0017793594306049821
14,IX A,39,Informatika,7,25,0.0017793594306049821
14,IX A,42,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,42,IPA,25,25,0.0017793594306049821
14,IX A,42,PAI,32,25,0.0017793594306049821
14,IX A,44,Matematika,31,25,0.0017793594306049821
14,IX A,44,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,47,IPA,25,25,0.0017793594306049821
14,IX A,50,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,50,Pendidikan Pancasila,34,25,0.0017793594306049821
14,IX A,51,Bahasa Indonesia,30,25,0.0017793594306049821
14,IX A,51,PAI,32,25,0.0017793594306049821
14,IX A,51,Pendidikan Pancasila,34,25,0.0017793594306049821
14,IX A,55,Matematika,31,25,0.0017793594306049821
15,IX B,2,Pendidikan Pancasila,34,26,0.0017793594306049821
15,IX B,3,IPA,25,26,0.0017793594306049821
15,IX B,3,Pendidikan Pancasila,34,26,0.0017793594306049821
15,IX B,4,Informatika,7,26,0.0017793594306049821
15,IX B,6,Matematika,31,26,0.0017793594306049821
15,IX B,6,IPS,33,26,0.0017793594306049821
15,IX B,6,Seni Budaya dan Prakarya,15,26,0.0017793594306049821
15,IX B,6,Informatika,7,26,0.0017793594306049821
15,IX B,7,PAI,32,26,0.0017793594306049821
15,IX B,10,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,11,Seni Budaya dan Prakarya,15,26,0.0017793594306049821
15,IX B,12,IPS,33,26,0.0017793594306049821
15,IX B,12,PJOK,2,6,0.0017793594306049821
15,IX B,13,PJOK,2,3,0.0017793594306049821
15,IX B,13,Informatika,7,26,0.0017793594306049821
15,IX B,15,IPA,25,26,0.0017793594306049821
15,IX B,15,Bahasa Inggris,12,26,0.0017793594306049821
15,IX B,18,PJOK,2,3,0.0017793594306049821
15,IX B,19,PAI,32,26,0.0017793594306049821
15,IX B,22,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,22,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,23,Matematika,31,26,0.0017793594306049821
15,IX B,25,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,26,Matematika,31,26,0.0017793594306049821
15,IX B,28,IPA,25,26,0.0017793594306049821
15,IX B,31,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,32,Pendidikan Pancasila,34,26,0.0017793594306049821
15,IX B,34,IPS,33,26,0.0017793594306049821
15,IX B,34,Bahasa Inggris,12,26,0.0017793594306049821
15,IX B,35,PAI,32,26,0.0017793594306049821
15,IX B,37,Matematika,31,26,0.0017793594306049821
15,IX B,37,IPA,25,26,0.0017793594306049821
15,IX B,38,Bahasa Inggris,12,26,0.0017793594306049821
15,IX B,40,Bahasa Indonesia,30,26,0.0017793594306049821
15,IX B,43,Bahasa Inggris,12,26,0.0017793594306049821
15,IX B,44,IPA,25,26,0.0017793594306049821
15,IX B,46,Matematika,31,26,0.0017793594306049821
15,IX B,49,IPS,33,26,0.0017793594306049821
15,IX B,51,Seni Budaya dan Prakarya,15,26,0.0017793594306049821
16,IX C,4,IPA,25,27,0.0017793594306049821
16,IX C,6,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,6,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,6,Informatika,7,27,0.0017793594306049821
16,IX C,8,Bahasa Inggris,12,27,0.0017793594306049821
16,IX C,10,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,10,Informatika,7,27,0.0017793594306049821
16,IX C,11,Seni Budaya dan Prakarya,15,27,0.0017793594306049821
16,IX C,11,Informatika,7,27,0.0017793594306049821
16,IX C,12,Matematika,31,27,0.0017793594306049821
16,IX C,12,IPA,25,27,0.0017793594306049821
16,IX C,14,Matematika,31,27,0.0017793594306049821
16,IX C,14,IPS,33,27,0.0017793594306049821
16,IX C,16,Pendidikan Pancasila,34,27,0.0017793594306049821
16,IX C,18,Seni Budaya dan Prakarya,15,27,0.0017793594306049821
16,IX C,20,IPS,33,27,0.0017793594306049821
16,IX C,22,PAI,32,27,0.0017793594306049821
16,IX C,25,Seni Budaya dan Prakarya,15,27,0.0017793594306049821
16,IX C,26,IPA,25,27,0.0017793594306049821
16,IX C,30,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,30,Bahasa Inggris,12,27,0.0017793594306049821
16,IX C,30,PJOK,2,3,0.0017793594306049821
16,IX C,31,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,31,Pendidikan Pancasila,34,27,0.0017793594306049821
16,IX C,32,IPA,25,27,0.0017793594306049821
16,IX C,32,IPS,33,27,0.0017793594306049821
16,IX C,32,Bahasa Inggris,12,27,0.0017793594306049821
16,IX C,35,PAI,32,27,0.0017793594306049821
16,IX C,37,Matematika,31,27,0.0017793594306049821
16,IX C,38,PAI,32,27,0.0017793594306049821
16,IX C,39,IPA,25,27,0.0017793594306049821
16,IX C,42,Bahasa Inggris,12,27,0.0017793594306049821
16,IX C,46,Pendidikan Pancasila,34,27,0.0017793594306049821
16,IX C,49,PJOK,2,2,0.0017793594306049821
16,IX C,50,Matematika,31,27,0.0017793594306049821
16,IX C,50,PJOK,2,3,0.0017793594306049821
16,IX C,55,Matematika,31,27,0.0017793594306049821
16,IX C,55,Bahasa Indonesia,30,27,0.0017793594306049821
16,IX C,55,IPS,33,27,0.0017793594306049821
17,IX D,3,Matematika,20,28,0.0017793594306049821
17,IX D,6,Pendidikan Pancasila,34,28,0.0017793594306049821
17,IX D,7,Bahasa Inggris,12,28,0.0017793594306049821
17,IX D,7,Seni Budaya dan Prakarya,15,28,0.0017793594306049821
17,IX D,10,Matematika,20,28,0.0017793594306049821
17,IX D,11,PJOK,23,3,0.0017793594306049821
17,IX D,12,IPS,33,28,0.0017793594306049821
17,IX D,13,Bahasa Indonesia,30,28,0.0017793594306049821
17,IX D,15,Matematika,20,28,0.0017793594306049821
17,IX D,15,Bahasa Indonesia,30,28,0.0017793594306049821
17,IX D,15,Pendidikan Pancasila,34,28,0.0017793594306049821
17,IX D,16,Bahasa Indonesia,30,28,0.0017793594306049821
17,IX D,18,Bahasa Inggris,12,28,0.0017793594306049821
17,IX D,19,PAI,17,28,0.0017793594306049821
17,IX D,22,IPS,33,28,0.0017793594306049821
17,IX D,22,PAI,17,28,0.0017793594306049821
17,IX D,23,Matematika,20,28,0.0017793594306049821
17,IX D,25,Bahasa Inggris,12,28,0.0017793594306049821
17,IX D,26,IPS,33,28,0.0017793594306049821
17,IX D,27,IPS,33,28,0.0017793594306049821
