id_kelas,nama_kelas,id_waktu,nama_mapel,id_guru,id_ruang,fitness
14,IX A,2,Pendidikan Pancasila,34,25,0.0017391304347826088
14,IX A,2,PJOK,2,6,0.0017391304347826088
14,IX A,3,IPA,25,25,0.0017391304347826088
14,IX A,4,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,6,IPA,25,25,0.0017391304347826088
14,IX A,8,Matematika,31,25,0.0017391304347826088
14,IX A,8,PJOK,2,2,0.0017391304347826088
14,IX A,11,Matematika,31,25,0.0017391304347826088
14,IX A,11,Bahasa Inggris,12,25,0.0017391304347826088
14,IX A,13,IPS,33,25,0.0017391304347826088
14,IX A,14,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,19,Informatika,7,25,0.0017391304347826088
14,IX A,20,Pendidikan Pancasila,34,25,0.0017391304347826088
14,IX A,22,IPS,33,25,0.0017391304347826088
14,IX A,22,PAI,32,25,0.0017391304347826088
14,IX A,23,Matematika,31,25,0.0017391304347826088
14,IX A,23,Informatika,7,25,0.0017391304347826088
14,IX A,25,Matematika,31,25,0.0017391304347826088
14,IX A,26,Seni Budaya dan Prakarya,15,25,0.0017391304347826088
14,IX A,26,Informatika,7,25,0.0017391304347826088
14,IX A,27,Seni Budaya dan Prakarya,15,25,0.0017391304347826088
14,IX A,28,PAI,32,25,0.0017391304347826088
14,IX A,30,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,30,Bahasa Inggris,12,25,0.0017391304347826088
14,IX A,31,Bahasa Inggris,12,25,0.0017391304347826088
14,IX A,32,Bahasa Inggris,12,25,0.0017391304347826088
14,IX A,34,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,38,IPS,33,25,0.0017391304347826088
14,IX A,39,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,42,Matematika,31,25,0.0017391304347826088
14,IX A,42,Seni Budaya dan Prakarya,15,25,0.0017391304347826088
14,IX A,44,PJOK,2,3,0.0017391304347826088
14,IX A,46,IPS,33,25,0.0017391304347826088
14,IX A,47,Pendidikan Pancasila,34,25,0.0017391304347826088
14,IX A,49,IPA,25,25,0.0017391304347826088
14,IX A,50,IPA,25,25,0.0017391304347826088
14,IX A,51,PAI,32,25,0.0017391304347826088
14,IX A,52,Bahasa Indonesia,30,25,0.0017391304347826088
14,IX A,55,IPA,25,25,0.0017391304347826088
15,IX B,3,Informatika,7,26,0.0017391304347826088
15,IX B,4,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,7,IPS,33,26,0.0017391304347826088
15,IX B,7,PAI,32,26,0.0017391304347826088
15,IX B,8,IPA,25,26,0.0017391304347826088
15,IX B,8,Bahasa Inggris,12,26,0.0017391304347826088
15,IX B,10,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,10,Informatika,7,26,0.0017391304347826088
15,IX B,11,IPA,25,26,0.0017391304347826088
15,IX B,14,IPA,25,26,0.0017391304347826088
15,IX B,14,IPA,25,26,0.0017391304347826088
15,IX B,15,Seni Budaya dan Prakarya,15,26,0.0017391304347826088
15,IX B,18,Matematika,31,26,0.0017391304347826088
15,IX B,19,IPS,33,26,0.0017391304347826088
15,IX B,25,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,27,Matematika,31,26,0.0017391304347826088
15,IX B,27,PJOK,2,6,0.0017391304347826088
15,IX B,28,PJOK,2,6,0.0017391304347826088
15,IX B,31,Matematika,31,26,0.0017391304347826088
15,IX B,32,Pendidikan Pancasila,34,26,0.0017391304347826088
15,IX B,35,IPS,33,26,0.0017391304347826088
15,IX B,35,PAI,32,26,0.0017391304347826088
15,IX B,35,Seni Budaya dan Prakarya,15,26,0.0017391304347826088
15,IX B,38,PJOK,2,6,0.0017391304347826088
15,IX B,39,Matematika,31,26,0.0017391304347826088
15,IX B,39,IPA,25,26,0.0017391304347826088
15,IX B,39,Bahasa Inggris,12,26,0.0017391304347826088
15,IX B,39,Pendidikan Pancasila,34,26,0.0017391304347826088
15,IX B,40,Bahasa Inggris,12,26,0.0017391304347826088
15,IX B,44,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,44,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,46,Bahasa Inggris,12,26,0.0017391304347826088
15,IX B,47,Bahasa Indonesia,30,26,0.0017391304347826088
15,IX B,49,IPS,33,26,0.0017391304347826088
15,IX B,50,PAI,32,26,0.0017391304347826088
15,IX B,52,Matematika,31,26,0.0017391304347826088
15,IX B,52,Informatika,7,26,0.0017391304347826088
15,IX B,55,Pendidikan Pancasila,34,26,0.0017391304347826088
15,IX B,55,Seni Budaya dan Prakarya,15,26,0.0017391304347826088
16,IX C,2,Matematika,31,27,0.0017391304347826088
16,IX C,4,IPS,33,27,0.0017391304347826088
16,IX C,4,PJOK,2,3,0.0017391304347826088
16,IX C,6,IPA,25,27,0.0017391304347826088
16,IX C,6,IPS,33,27,0.0017391304347826088
16,IX C,7,IPA,25,27,0.0017391304347826088
16,IX C,10,Pendidikan Pancasila,34,27,0.0017391304347826088
16,IX C,11,Informatika,7,27,0.0017391304347826088
16,IX C,14,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,14,Pendidikan Pancasila,34,27,0.0017391304347826088
16,IX C,15,Matematika,31,27,0.0017391304347826088
16,IX C,18,IPA,25,27,0.0017391304347826088
16,IX C,18,Seni Budaya dan Prakarya,15,27,0.0017391304347826088
16,IX C,19,PAI,32,27,0.0017391304347826088
16,IX C,20,Bahasa Inggris,12,27,0.0017391304347826088
16,IX C,20,Bahasa Inggris,12,27,0.0017391304347826088
16,IX C,22,Seni Budaya dan Prakarya,15,27,0.0017391304347826088
16,IX C,26,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,26,Bahasa Inggris,12,27,0.0017391304347826088
16,IX C,31,IPS,33,27,0.0017391304347826088
16,IX C,32,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,34,Bahasa Inggris,12,27,0.0017391304347826088
16,IX C,34,Seni Budaya dan Prakarya,15,27,0.0017391304347826088
16,IX C,35,IPA,25,27,0.0017391304347826088
16,IX C,35,Informatika,7,27,0.0017391304347826088
16,IX C,39,Matematika,31,27,0.0017391304347826088
16,IX C,39,PAI,32,27,0.0017391304347826088
16,IX C,39,PJOK,2,6,0.0017391304347826088
16,IX C,40,IPS,33,27,0.0017391304347826088
16,IX C,40,Pendidikan Pancasila,34,27,0.0017391304347826088
16,IX C,40,PJOK,2,3,0.0017391304347826088
16,IX C,42,Informatika,7,27,0.0017391304347826088
16,IX C,44,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,47,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,49,Matematika,31,27,0.0017391304347826088
16,IX C,50,Matematika,31,27,0.0017391304347826088
16,IX C,51,PAI,32,27,0.0017391304347826088
16,IX C,54,Bahasa Indonesia,30,27,0.0017391304347826088
16,IX C,55,IPA,25,27,0.0017391304347826088
17,IX D,4,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,4,Bahasa Inggris,12,28,0.0017391304347826088
17,IX D,4,PJOK,23,6,0.0017391304347826088
17,IX D,6,Bahasa Inggris,12,28,0.0017391304347826088
17,IX D,14,IPS,33,28,0.0017391304347826088
17,IX D,14,Informatika,7,28,0.0017391304347826088
17,IX D,14,Informatika,7,28,0.0017391304347826088
17,IX D,15,IPA,25,28,0.0017391304347826088
17,IX D,19,Seni Budaya dan Prakarya,15,28,0.0017391304347826088
17,IX D,20,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,22,Informatika,7,28,0.0017391304347826088
17,IX D,23,Matematika,20,28,0.0017391304347826088
17,IX D,23,IPS,33,28,0.0017391304347826088
17,IX D,25,IPA,25,28,0.0017391304347826088
17,IX D,25,Bahasa Inggris,12,28,0.0017391304347826088
17,IX D,25,Seni Budaya dan Prakarya,15,28,0.0017391304347826088
17,IX D,27,Pendidikan Pancasila,34,28,0.0017391304347826088
17,IX D,27,PJOK,23,2,0.0017391304347826088
17,IX D,28,PAI,17,28,0.0017391304347826088
17,IX D,31,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,35,IPA,25,28,0.0017391304347826088
17,IX D,38,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,39,PJOK,23,3,0.0017391304347826088
17,IX D,40,IPA,25,28,0.0017391304347826088
17,IX D,42,IPS,33,28,0.0017391304347826088
17,IX D,43,IPA,25,28,0.0017391304347826088
17,IX D,43,Bahasa Inggris,12,28,0.0017391304347826088
17,IX D,43,PAI,17,28,0.0017391304347826088
17,IX D,43,Pendidikan Pancasila,34,28,0.0017391304347826088
17,IX D,46,Matematika,20,28,0.0017391304347826088
17,IX D,47,PAI,17,28,0.0017391304347826088
17,IX D,49,Matematika,20,28,0.0017391304347826088
17,IX D,50,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,51,Matematika,20,28,0.0017391304347826088
17,IX D,52,Matematika,20,28,0.0017391304347826088
17,IX D,52,Pendidikan Pancasila,34,28,0.0017391304347826088
17,IX D,54,Bahasa Indonesia,30,28,0.0017391304347826088
17,IX D,54,IPS,33,28,0.0017391304347826088
17,IX D,55,Seni Budaya dan Prakarya,15,28,0.0017391304347826088
18,IX E,3,Matematika,20,29,0.0017391304347826088
18,IX E,3,Matematika,20,29,0.0017391304347826088
18,IX E,3,IPS,33,29,0.0017391304347826088
18,IX E,4,PAI,17,29,0.0017391304347826088
18,IX E,7,IPA,5,29,0.0017391304347826088
18,IX E,7,PJOK,23,6,0.0017391304347826088
18,IX E,8,IPS,33,29,0.0017391304347826088
18,IX E,12,IPA,5,29,0.0017391304347826088
18,IX E,14,Pendidikan Pancasila,34,29,0.0017391304347826088
18,IX E,16,Bahasa Indonesia,14,29,0.0017391304347826088
18,IX E,16,Bahasa Inggris,12,29,0.0017391304347826088
18,IX E,18,Seni Budaya dan Prakarya,15,29,0.0017391304347826088
18,IX E,20,IPS,33,29,0.0017391304347826088
18,IX E,22,Bahasa Indonesia,14,29,0.0017391304347826088
18,IX E,22,PJOK,23,6,0.0017391304347826088
18,IX E,26,IPS,33,29,0.0017391304347826088
18,IX E,26,Bahasa Inggris,12,29,0.0017391304347826088
18,IX E,26,Pendidikan Pancasila,34,29,0.0017391304347826088
18,IX E,28,Bahasa Inggris,12,29,0.0017391304347826088
18,IX E,30,Matematika,20,29,0.0017391304347826088
18,IX E,31,Informatika,7,29,0.0017391304347826088
18,IX E,32,Bahasa Indonesia,14,29,0.0017391304347826088
18,IX E,32,Bahasa Indonesia,14,29,0.0017391304347826088
18,IX E,32,Bahasa Inggris,12,29,0.0017391304347826088
18,IX E,34,PAI,17,29,0.0017391304347826088
18,IX E,34,Informatika,7,29,0.0017391304347826088
18,IX E,38,IPA,5,29,0.0017391304347826088
18,IX E,40,Matematika,20,29,0.0017391304347826088
18,IX E,40,Bahasa Indonesia,14,29,0.0017391304347826088
